date,day,,,pm25,pm10,o3,no2,so2,co
29-11-2018,29,Nov,2018,104.6771281,74,64,24,6,13
30-11-2018,30,Nov,2018,143,74,56,23,3,13
01-12-2018,01,Dec,2018,154,66,67,22,4,12
02-12-2018,02,Dec,2018,150,65,60,22,2,10
03-12-2018,03,Dec,2018,148,68,58,22,3,11
04-12-2018,04,Dec,2018,145,67,30,17,1,9
05-12-2018,05,Dec,2018,149,55,9,25,1,11
06-12-2018,06,Dec,2018,91,55,50,14,1,6
07-12-2018,07,Dec,2018,90,49,54,13,1.762455172,5
08-12-2018,08,Dec,2018,63,46,51,13,1,5
09-12-2018,09,Dec,2018,55,60,53,11,1,4
10-12-2018,10,Dec,2018,96,50,61,12,1,5
11-12-2018,11,Dec,2018,150,66.54990258,48.60677777,16.91327479,2.607567781,8.588595642
14-12-2018,14,Dec,2018,84.59821685,58,56,18,7,6
15-12-2018,15,Dec,2018,73,52,62,14,5,5
16-12-2018,16,Dec,2018,64,55,63,19,7,6
17-12-2018,17,Dec,2018,70,58,51,21,6,8
18-12-2018,18,Dec,2018,56,55,45,21,7,9
19-12-2018,19,Dec,2018,47,56,48,22,4,10
20-12-2018,20,Dec,2018,51,66,59,24,5,12
21-12-2018,21,Dec,2018,63,64,59,27,6,11
22-12-2018,22,Dec,2018,50,63,64,29,6,11
23-12-2018,23,Dec,2018,57,63,72,20,3,8
24-12-2018,24,Dec,2018,57,56,58,18,1,6
25-12-2018,25,Dec,2018,45,52,49,14,1,5
26-12-2018,26,Dec,2018,72,59,25,18,1,6
27-12-2018,27,Dec,2018,141,65,57,30,8,12
28-12-2018,28,Dec,2018,131,71,60,32,7,13
29-12-2018,29,Dec,2018,133,65,68,29,6,12
30-12-2018,30,Dec,2018,124,65.37401058,51.6023576,10.05745314,2.993088993,6.289322134
31-12-2018,31,Dec,2018,129.6856384,79,62,31,5,15
01-01-2019,01,Jan,2019,147,80,67,29,3,13
02-01-2019,02,Jan,2019,135,74,62,29,4,12
03-01-2019,03,Jan,2019,137,70,71,29,4,12
04-01-2019,04,Jan,2019,123,65,71,23,4,10
05-01-2019,05,Jan,2019,120,51,51,17,2,7
06-01-2019,06,Jan,2019,97,70,51,27,11,11
07-01-2019,07,Jan,2019,119,84,68,30,8,12
08-01-2019,08,Jan,2019,146,72,66,27,5,12
09-01-2019,09,Jan,2019,132,89,58,39,4,18
10-01-2019,10,Jan,2019,149,85,70,28,4,12
11-01-2019,11,Jan,2019,150,63,65,19,2,8
12-01-2019,12,Jan,2019,119,60,74,19,3,8
13-01-2019,13,Jan,2019,123,65,61,27,4,10
14-01-2019,14,Jan,2019,131,72,54,26,7,12
15-01-2019,15,Jan,2019,133,80,59,32,3,14
16-01-2019,16,Jan,2019,144,68,56,22,2,8
17-01-2019,17,Jan,2019,132,65,62,17,3,6
18-01-2019,18,Jan,2019,122,75,53,32,7,14
19-01-2019,19,Jan,2019,124,63,65,24,3,11
20-01-2019,20,Jan,2019,122,81,59,18,2,7
21-01-2019,21,Jan,2019,122,67,31,13,1,4
22-01-2019,22,Jan,2019,84,59,36,12,1,4
23-01-2019,23,Jan,2019,80,59,17,11,4,4
24-01-2019,24,Jan,2019,86,55,47,9,2,3
25-01-2019,25,Jan,2019,87,52,42,12,1,5
26-01-2019,26,Jan,2019,97,47,43,12,1,4
27-01-2019,27,Jan,2019,88,43,45,14,2,4
28-01-2019,28,Jan,2019,81,52,49,20,5,9
29-01-2019,29,Jan,2019,89,64,63,24,5,10
30-01-2019,30,Jan,2019,117,63,60,21,6,10
31-01-2019,31,Jan,2019,117,62,41,18,3,8
01-02-2019,01,Feb,2019,102,62,53,17,6,7
02-02-2019,02,Feb,2019,122,59,41,17,2,8
03-02-2019,03,Feb,2019,124,65,40,22,2,10
04-02-2019,04,Feb,2019,131,77,42,20,5,7
05-02-2019,05,Feb,2019,132,105,49,13,1,5
06-02-2019,06,Feb,2019,128,89,35,7,1,2
07-02-2019,07,Feb,2019,87,91,40,7,1,2
08-02-2019,08,Feb,2019,104,79,38,14,2,5
09-02-2019,09,Feb,2019,118,78,52,19,4,8
10-02-2019,10,Feb,2019,125,90,39,20,2,11
11-02-2019,11,Feb,2019,35,74,42,23,3,10
12-02-2019,12,Feb,2019,145,53,47,14,2,6
13-02-2019,13,Feb,2019,109,56,35,11,1,5
14-02-2019,14,Feb,2019,120,78,49,10,2,5
15-02-2019,15,Feb,2019,123,52,49,11,1,6
16-02-2019,16,Feb,2019,126,51,59,10,3,6
17-02-2019,17,Feb,2019,124,54,49,12,1,6
18-02-2019,18,Feb,2019,107,46,49,12,1,6
19-02-2019,19,Feb,2019,99,58,51,15,4,8
20-02-2019,20,Feb,2019,100,66,51,11,1,7
21-02-2019,21,Feb,2019,120,61,42,6,2,5
22-02-2019,22,Feb,2019,104,48,38,7,5,5
23-02-2019,23,Feb,2019,91,56,45,8,1,6
24-02-2019,24,Feb,2019,89,66,31,5,2,5
25-02-2019,25,Feb,2019,96,105,31,3,1,4
26-02-2019,26,Feb,2019,97,62,26,2,1,4
27-02-2019,27,Feb,2019,88,52,46,9,2,8
28-02-2019,28,Feb,2019,82,64,49,13,4,12
01-03-2019,01,Mar,2019,108,72,58,14,4,11
02-03-2019,02,Mar,2019,113,35,42,2,2,4
03-03-2019,03,Mar,2019,63,58,21,2,1,3
04-03-2019,04,Mar,2019,108,66,40,2,1,3
05-03-2019,05,Mar,2019,110,60,43,3,1,4
06-03-2019,06,Mar,2019,105,66,53,5,1,5
07-03-2019,07,Mar,2019,127,68,58,9,3,6
08-03-2019,08,Mar,2019,139,69,36,7,2,5
09-03-2019,09,Mar,2019,124,62,41,7,2,5
10-03-2019,10,Mar,2019,114,75,33,5,1,4
11-03-2019,11,Mar,2019,125,69,42,8,5,5
12-03-2019,12,Mar,2019,124,66,51,4,2,4
13-03-2019,13,Mar,2019,113,53,37,5,2,3
14-03-2019,14,Mar,2019,106,56,52,10,6,7
15-03-2019,15,Mar,2019,123,63,54,11,4,7
16-03-2019,16,Mar,2019,116,59,56,8,2,6
17-03-2019,17,Mar,2019,124,69,48,7,2,5
18-03-2019,18,Mar,2019,130,62,72,6,2,5
19-03-2019,19,Mar,2019,117,77,46,6,3,5
20-03-2019,20,Mar,2019,135,47,34,4,1,5
21-03-2019,21,Mar,2019,92,52,36,6,1,4
22-03-2019,22,Mar,2019,114,60,53,8,3,6
23-03-2019,23,Mar,2019,122,57,56,9,2,7
24-03-2019,24,Mar,2019,116,54,43,5,2,4
25-03-2019,25,Mar,2019,129,67,35,8,1,6
26-03-2019,26,Mar,2019,135,64,56,6,3,4
27-03-2019,27,Mar,2019,132,72,73,8,5,5
28-03-2019,28,Mar,2019,147,72,78,7,6,5
29-03-2019,29,Mar,2019,156,82,48,6,3,4
30-03-2019,30,Mar,2019,157,64,33,9,1,4
31-03-2019,31,Mar,2019,140,66,44,5,1,4
01-04-2019,01,Apr,2019,123,66,48,7,1,4
02-04-2019,02,Apr,2019,93,66,55,6,2,4
03-04-2019,03,Apr,2019,110,68,50,6,2,5
04-04-2019,04,Apr,2019,109,68,43,5,1,4
05-04-2019,05,Apr,2019,122,51,35,4,1,3
06-04-2019,06,Apr,2019,88,51,33,4,1,3
07-04-2019,07,Apr,2019,78,60,39,5,1,3
08-04-2019,08,Apr,2019,92,65,36,5.674743931,1,4
09-04-2019,09,Apr,2019,97,52,40,9.655353343,1,4
10-04-2019,10,Apr,2019,107,47,41,8.777625683,1,4
11-04-2019,11,Apr,2019,196,58,43,17,2,5
12-04-2019,12,Apr,2019,109,64,50,15,3,5
13-04-2019,13,Apr,2019,108,70,46,14,3,5
14-04-2019,14,Apr,2019,113,54,52,13,3,6
15-04-2019,15,Apr,2019,110,66,52,12,2,6
16-04-2019,16,Apr,2019,116,66,51,7,2,3
17-04-2019,17,Apr,2019,83,43,49,6,2,3
18-04-2019,18,Apr,2019,61,60,56,16,3,4
19-04-2019,19,Apr,2019,98,56,50,15,2,4
20-04-2019,20,Apr,2019,95,48,43,11,2,4
21-04-2019,21,Apr,2019,86,49,38,11,2,4
22-04-2019,22,Apr,2019,103,52,47,11,3,3
23-04-2019,23,Apr,2019,99,54,44,11,4,3
24-04-2019,24,Apr,2019,96,59,52,11,3,3
25-04-2019,25,Apr,2019,103,55,47,9,4,3
26-04-2019,26,Apr,2019,105,66,38,7,4,3
27-04-2019,27,Apr,2019,96,70,14,9.814225364,4,3
28-04-2019,28,Apr,2019,108,72,14,7.687925795,4,4
29-04-2019,29,Apr,2019,132,66,14,8.68501115,2,4
30-04-2019,30,Apr,2019,99,89,14,10.05341278,2,3
01-05-2019,01,May,2019,108,77,15,9.376025085,1,3
02-05-2019,02,May,2019,104,68,12,10.94172085,1,3
03-05-2019,03,May,2019,95,68,12,11.02409226,1,4
04-05-2019,04,May,2019,97,64,13,11.19688849,1,3
05-05-2019,05,May,2019,99,54,13,10.58961162,1,3
06-05-2019,06,May,2019,85,58,13,10.72579581,2,4
07-05-2019,07,May,2019,86,53,13,10.72799787,1,3
08-05-2019,08,May,2019,83,43,13,29,1,3
09-05-2019,09,May,2019,69,37,13,20,1,3
10-05-2019,10,May,2019,61,41,13,18,1,3
11-05-2019,11,May,2019,70,50,13,15,1,3
12-05-2019,12,May,2019,72,53,13,14,1,3
13-05-2019,13,May,2019,66,53,13,11,1,3
14-05-2019,14,May,2019,78,55,13,9,1,3
15-05-2019,15,May,2019,78,53,13,8,1,3
16-05-2019,16,May,2019,90,63,13,7,1,3
17-05-2019,17,May,2019,104,60,13,6,1,3
18-05-2019,18,May,2019,107,58,12,9,2,4
19-05-2019,19,May,2019,104,45,13,10,2,3
20-05-2019,20,May,2019,73,57,12,8,2,3
21-05-2019,21,May,2019,99,49,13,6,1,3
22-05-2019,22,May,2019,90,51,12,9,2,3
23-05-2019,23,May,2019,87,60,13,13,1,3
24-05-2019,24,May,2019,97,52,13,15,2,5
25-05-2019,25,May,2019,96,54,12,15,1,3
26-05-2019,26,May,2019,92,64,12,15,1,4
27-05-2019,27,May,2019,101,63,13,14,1,3
28-05-2019,28,May,2019,101,57,12,14,1,4
29-05-2019,29,May,2019,82,53,13,13,1,3
30-05-2019,30,May,2019,84,43,12,11,1,3
31-05-2019,31,May,2019,81,48,12,11,1,3
01-06-2019,01,Jun,2019,81,46,12,10,1,3
02-06-2019,02,Jun,2019,82,48,12,8,1,3
03-06-2019,03,Jun,2019,82,48.96563876,12.58887592,11.26405965,1,2.997934464
06-06-2019,06,Jun,2019,89.84216021,78,11,12,2,4
07-06-2019,07,Jun,2019,107,56,11,10,2,4
08-06-2019,08,Jun,2019,90,59,12,11.88625342,1,5
09-06-2019,09,Jun,2019,584,44,12,8.1152602,1,4
10-06-2019,10,Jun,2019,92,36,12,8.638267141,1,5
11-06-2019,11,Jun,2019,88,28,13,4.842875585,2,5
12-06-2019,12,Jun,2019,70,50,12,10.73984504,1,4
13-06-2019,13,Jun,2019,67,56,13,10.71770872,1,4
14-06-2019,14,Jun,2019,68,42,13,11.01082148,1,4
15-06-2019,15,Jun,2019,62,50,13,10.72163424,1,3
16-06-2019,16,Jun,2019,63,53,13,10.73266927,1,3
17-06-2019,17,Jun,2019,66,58,14,9.796935675,1,3
18-06-2019,18,Jun,2019,67,56,14,9.745918642,1,4
19-06-2019,19,Jun,2019,65,74,13,7,1,3
20-06-2019,20,Jun,2019,82,56,13,6,1,2
21-06-2019,21,Jun,2019,72,53.52231834,12,6,1,3
22-06-2019,22,Jun,2019,84,53.11468377,12,5,1,3
23-06-2019,23,Jun,2019,73,61,13,6,1,4
24-06-2019,24,Jun,2019,74,45,13,6,6,4
25-06-2019,25,Jun,2019,81,45,13,8,1,4
26-06-2019,26,Jun,2019,94,23,13,6,1,4
27-06-2019,27,Jun,2019,66,17,13,10,2,7
28-06-2019,28,Jun,2019,46,16,13,6,2,4
29-06-2019,29,Jun,2019,55,43.29862649,22.0322557,8.604570847,1.407924387,3.989973625
07-07-2019,07,Jul,2019,68.72484995,14,12,5.075755566,1.648050075,7
08-07-2019,08,Jul,2019,108,28,13,8,1.623655638,5
09-07-2019,09,Jul,2019,77,25,12,7,1.38047553,5
10-07-2019,10,Jul,2019,58,33,12,6,1.417568736,4
11-07-2019,11,Jul,2019,58,38,12,6,1.43148034,5
12-07-2019,12,Jul,2019,61,40,12,6,1.446685792,5
13-07-2019,13,Jul,2019,65,35,12,5,1.429690337,4
14-07-2019,14,Jul,2019,76,63,13,4,1.102183934,4
15-07-2019,15,Jul,2019,65,76,13,4,1.096327096,4
16-07-2019,16,Jul,2019,71,70,13,3,1.097361242,3
17-07-2019,17,Jul,2019,68,73,13,2,1.176120982,4
18-07-2019,18,Jul,2019,73,54,13,2,1.528928452,3
19-07-2019,19,Jul,2019,80,16,12,8,1.639587408,5
20-07-2019,20,Jul,2019,74,29,12,9,1.428165331,5
21-07-2019,21,Jul,2019,77,28,13,8,1.535248945,6
22-07-2019,22,Jul,2019,84,36,12,6,1.781820615,6
23-07-2019,23,Jul,2019,95,25,13,8,1.548949335,5
24-07-2019,24,Jul,2019,45,25,12,5,1.094089988,5
25-07-2019,25,Jul,2019,68,35,12,3,1.101958766,4
26-07-2019,26,Jul,2019,67,28,13,2,1.118027857,3
27-07-2019,27,Jul,2019,60,93,13,1,1.081347468,3
28-07-2019,28,Jul,2019,70,39,12,2,1.524543203,3
29-07-2019,29,Jul,2019,67,19,12,3,1.178353609,3
30-07-2019,30,Jul,2019,53,26,12,2,1.176535872,3
31-07-2019,31,Jul,2019,59,23,13,1,1.148651148,4
01-08-2019,01,Aug,2019,58,20,12,2,1.149451339,4
02-08-2019,02,Aug,2019,60,18,13,3,1,5
03-08-2019,03,Aug,2019,45,42,14,12.13566378,1,1
04-08-2019,04,Aug,2019,32,25,13,5.7136256,1.113599013,3
05-08-2019,05,Aug,2019,58,25,13,1,1.100061777,3
06-08-2019,06,Aug,2019,65,31,13,1,1.129974074,3
07-08-2019,07,Aug,2019,70,43,14,1,1.508322083,3
08-08-2019,08,Aug,2019,82,28,13,3,1.100966814,4
09-08-2019,09,Aug,2019,66,33,13,1,1.110592313,4
10-08-2019,10,Aug,2019,57,48,12,8.270142334,1.470338577,4
11-08-2019,11,Aug,2019,68,53,12,8.492416576,1.098997919,4
12-08-2019,12,Aug,2019,68,55,14,8.540713364,1.102751318,4
13-08-2019,13,Aug,2019,63,39,13,1,1.499588034,3
14-08-2019,14,Aug,2019,84,29,12,1,1.141319692,3
15-08-2019,15,Aug,2019,66.45086645,24,14,3,1.198369383,4
16-08-2019,16,Aug,2019,77.15799247,35,13,3,1.749561864,4
17-08-2019,17,Aug,2019,77.63896201,36,15,3,1,3
18-08-2019,18,Aug,2019,67.8562342,32,15,3,1.705256034,3
19-08-2019,19,Aug,2019,125,30,13,4,2,5
20-08-2019,20,Aug,2019,71,39,15,5,1,5
21-08-2019,21,Aug,2019,67,43,13,3,1,4
22-08-2019,22,Aug,2019,76,38,13,1,2,3
23-08-2019,23,Aug,2019,89,25,13,6,4,6
24-08-2019,24,Aug,2019,61,23,13,2,1.178909239,3
25-08-2019,25,Aug,2019,75,44,14,2,1.554231574,3
26-08-2019,26,Aug,2019,78,44,15,3,1,4
27-08-2019,27,Aug,2019,78,50,13,4,1.546739665,4
28-08-2019,28,Aug,2019,74,34,17,6,1,5
29-08-2019,29,Aug,2019,76,24,14,5,1.271322306,4
30-08-2019,30,Aug,2019,59,22,16,5,1,4
31-08-2019,31,Aug,2019,45,19,14,5,1.131150051,4
01-09-2019,01,Sep,2019,56,27,13,4,1.085962801,4
02-09-2019,02,Sep,2019,57,36,13,4,1,5
03-09-2019,03,Sep,2019,45,28,14,4,1.093421368,4
04-09-2019,04,Sep,2019,33,20,13,5,1.179640469,6
05-09-2019,05,Sep,2019,50,16,13,4,1,5
06-09-2019,06,Sep,2019,37,24,15,4,1.099872132,5
07-09-2019,07,Sep,2019,43,16,14,3,1.119622024,4
08-09-2019,08,Sep,2019,38,19,15,4,1.111116134,5
09-09-2019,09,Sep,2019,55,13,13,4,1.298650059,5
10-09-2019,10,Sep,2019,36,24,13,3,1.104340413,4
11-09-2019,11,Sep,2019,61,28,15,4.63366941,1,4
12-09-2019,12,Sep,2019,61,29,13,2,1.112308819,3
13-09-2019,13,Sep,2019,63,20,14,2,1.153150652,4
14-09-2019,14,Sep,2019,58,29,14,1,1,4
15-09-2019,15,Sep,2019,54,38,14,7.55001299,1.099453459,3
16-09-2019,16,Sep,2019,64,36,15,9.012785847,1.11282347,3
17-09-2019,17,Sep,2019,59,46,14,3,1.577704865,4
18-09-2019,18,Sep,2019,69,31,14,5,1.465405568,7
19-09-2019,19,Sep,2019,71,34,13,3,1.082553736,5
20-09-2019,20,Sep,2019,52,45,16,2,1.539527527,4
21-09-2019,21,Sep,2019,62,42,14,2,1.527553442,4
22-09-2019,22,Sep,2019,71,43,14,1,1,3
23-09-2019,23,Sep,2019,67,39,13,3,1.429436117,6
24-09-2019,24,Sep,2019,73,40,13,3,1.546500973,5
25-09-2019,25,Sep,2019,81,24,13,3,1,5
26-09-2019,26,Sep,2019,50,23,13,4,1.106360341,4
27-09-2019,27,Sep,2019,49,25,12,3,1,5
28-09-2019,28,Sep,2019,60,31,13,2,1.093931964,4
29-09-2019,29,Sep,2019,54,34,13,6.319971753,1,4
30-09-2019,30,Sep,2019,42,25,12,1,1,5
01-10-2019,01,Oct,2019,58,19,12,3.721143482,1.207427243,3
02-10-2019,02,Oct,2019,48,24,13,5.003390459,1,3
03-10-2019,03,Oct,2019,56,45,13,6.088242869,1.103806971,7
04-10-2019,04,Oct,2019,82,40,13,6.462053529,1.263684539,6
05-10-2019,05,Oct,2019,79,27,13,4.78979477,1,6
06-10-2019,06,Oct,2019,69,49,12,6.222119645,1.115876843,7
07-10-2019,07,Oct,2019,94,44,13,10.16232922,1.428834004,7
08-10-2019,08,Oct,2019,96,52,12,10,1,7
09-10-2019,09,Oct,2019,90,50,13,5,1.281735777,7
10-10-2019,10,Oct,2019,95,56,14,5,1.741216436,7
11-10-2019,11,Oct,2019,128,51,14,33,1,6
12-10-2019,12,Oct,2019,117,61,13,10.38695232,1.219321032,4
13-10-2019,13,Oct,2019,139,49,13,8.994725199,1,5
14-10-2019,14,Oct,2019,89,57,13,8.806396804,1,7
15-10-2019,15,Oct,2019,101,60,13,8.10602698,1,7
16-10-2019,16,Oct,2019,101,67,33.05868904,8.828352797,3.426478646,9
17-10-2019,17,Oct,2019,134,68,30.10264992,6.237784346,2.324777624,7
18-10-2019,18,Oct,2019,148,65.41302155,35.09413106,10.39989993,1.605564721,6.661223265
19-10-2019,19,Oct,2019,60.87260916,13,13.16284688,4.228707778,1,5
20-10-2019,20,Oct,2019,36,41,2,5.273105772,1,5
21-10-2019,21,Oct,2019,92,30,7,5.539235872,1.531138943,5
22-10-2019,22,Oct,2019,61,19,9,3.570909315,1.172458327,5
23-10-2019,23,Oct,2019,51,31,10,3.469002348,1,5
24-10-2019,24,Oct,2019,76,32,12,5.244178226,1.280876502,5
25-10-2019,25,Oct,2019,83,31,10,13,1.829143711,10
26-10-2019,26,Oct,2019,35,32,11,9,1.09058205,6
27-10-2019,27,Oct,2019,66,45,12,7,1,4
28-10-2019,28,Oct,2019,83,33,13,6,1.326232288,5
29-10-2019,29,Oct,2019,54,44,12,8,1.446811455,5
30-10-2019,30,Oct,2019,86,39,11,6,1.363055778,7
31-10-2019,31,Oct,2019,79,27,11,4,1.332946876,5
01-11-2019,01,Nov,2019,70,22,13,3,1.267085417,5
02-11-2019,02,Nov,2019,47,23,16,1,1.146131192,4
03-11-2019,03,Nov,2019,65,36,13,2,1,4
04-11-2019,04,Nov,2019,76,31,25,3,1.096501891,4
05-11-2019,05,Nov,2019,76,40,29,11,1.370216633,6
06-11-2019,06,Nov,2019,80,48,28,7,1,6
07-11-2019,07,Nov,2019,96,42,12,14,1,5
08-11-2019,08,Nov,2019,70,41,13,6,1,5
09-11-2019,09,Nov,2019,80,49,16,5.977307301,1,7
10-11-2019,10,Nov,2019,106,59,15,1,1,9
11-11-2019,11,Nov,2019,137,74,17,2,1,13
12-11-2019,12,Nov,2019,145,69,17,2,1,9
13-11-2019,13,Nov,2019,142,68,16,2.522019696,1,9
14-11-2019,14,Nov,2019,143,71,16,2.533207098,1,9
15-11-2019,15,Nov,2019,138,66,22,6,1.828063443,9
16-11-2019,16,Nov,2019,163,59,21,1.874996442,1.580972142,6
17-11-2019,17,Nov,2019,126,70,22,3.228416649,2.327769255,8
18-11-2019,18,Nov,2019,155,74,54,4,1.55208724,13
19-11-2019,19,Nov,2019,154,76,17,6,1.185154558,11
20-11-2019,20,Nov,2019,154,72,21,7,1.272605615,10
21-11-2019,21,Nov,2019,150,74,18,6,1.219575299,9
22-11-2019,22,Nov,2019,157,80,20,6,1.179460799,12
23-11-2019,23,Nov,2019,145,78,21,5,1.208870763,11
24-11-2019,24,Nov,2019,150,76,19,6,1.274809111,10
25-11-2019,25,Nov,2019,154,71,19,6,1.210098526,9
26-11-2019,26,Nov,2019,150,66,20,4,1.707155119,9
27-11-2019,27,Nov,2019,136,75,20,4,1,11
28-11-2019,28,Nov,2019,140,73,22,2,1.216053225,11
29-11-2019,29,Nov,2019,150,69,21,2,1.445174532,9
30-11-2019,30,Nov,2019,142,64,21,1,2.546708522,8
01-12-2019,01,Dec,2019,142,63,21,2,2.554441848,8
02-12-2019,02,Dec,2019,122,54,39,2,1.77482228,7
03-12-2019,03,Dec,2019,105,60,40,2,1,8
04-12-2019,04,Dec,2019,134,71,20,4,2,8
05-12-2019,05,Dec,2019,147,63,22,3,4,6
06-12-2019,06,Dec,2019,125,63,27,3,4,8
07-12-2019,07,Dec,2019,127,70,27,3,1,6
08-12-2019,08,Dec,2019,149,76,34,3,2,15
09-12-2019,09,Dec,2019,137,77,35,2,1,12
10-12-2019,10,Dec,2019,140,77,21,2,1.484429057,9
11-12-2019,11,Dec,2019,133,87,21,1,1.770145829,8
12-12-2019,12,Dec,2019,127,73,26,1,1.843593627,6
13-12-2019,13,Dec,2019,123,59,36,1,2.133365671,8
14-12-2019,14,Dec,2019,120,65,36,1,2.155332843,9
15-12-2019,15,Dec,2019,156,64,33,1,1,7
16-12-2019,16,Dec,2019,150,64,26,1,1,6
17-12-2019,17,Dec,2019,149,76,26,2,1.287121916,11
18-12-2019,18,Dec,2019,159,78,22,2,1,13
19-12-2019,19,Dec,2019,161,86,75,1,1,12
20-12-2019,20,Dec,2019,163,79,18,4,1,14
21-12-2019,21,Dec,2019,156,81,27,2,1.180216196,12
22-12-2019,22,Dec,2019,163,80,27,3,1.25264013,13
23-12-2019,23,Dec,2019,161,80,24,2,1,10
24-12-2019,24,Dec,2019,155,70,18,1,1.9868879,7
25-12-2019,25,Dec,2019,159,68,19,1,1.896661526,7
26-12-2019,26,Dec,2019,142,62,22,1,1,6
27-12-2019,27,Dec,2019,139,46,24,1,2,4
28-12-2019,28,Dec,2019,85,40.32775623,26.93253636,5.863982895,1.522608249,3.94723276
31-12-2019,31,Dec,2019,135.2453528,96,24,1,1,9
01-01-2020,01,Jan,2020,147,80,26,1,1,8
02-01-2020,02,Jan,2020,149,57,22,1,1,6
03-01-2020,03,Jan,2020,135,68,22,2,1,10
04-01-2020,04,Jan,2020,151,63,26,2,3,7
05-01-2020,05,Jan,2020,133,70,26,3,2,11
06-01-2020,06,Jan,2020,124,81,21,3,1,11
07-01-2020,07,Jan,2020,144,80,17,1,1.722822281,6
08-01-2020,08,Jan,2020,126,61,22,2,2,6
09-01-2020,09,Jan,2020,121,61,27,2,3,6
10-01-2020,10,Jan,2020,113,69,28,3,2,11
11-01-2020,11,Jan,2020,132,79,23,3,2,11
12-01-2020,12,Jan,2020,154,69,20,1,1.787767258,6
13-01-2020,13,Jan,2020,132,50,18,1,1.677371924,4
14-01-2020,14,Jan,2020,88,49,26,1,1.266351978,4
15-01-2020,15,Jan,2020,94,48,29,1,1,3
16-01-2020,16,Jan,2020,86,44,29,2,2,8
17-01-2020,17,Jan,2020,114,69,25,4,2,13
18-01-2020,18,Jan,2020,155,68,24,3,1.302853158,12
19-01-2020,19,Jan,2020,158,69,22,3,1,10
20-01-2020,20,Jan,2020,150,66,17,2,1,8
21-01-2020,21,Jan,2020,137,64,17,2,1,6
22-01-2020,22,Jan,2020,149,67,14,3,1,11
23-01-2020,23,Jan,2020,158,64,32,3,2,10
24-01-2020,24,Jan,2020,146,63,16,2,1,10
25-01-2020,25,Jan,2020,137,71,16,2,2,8
26-01-2020,26,Jan,2020,138,100,21,1,1,6
27-01-2020,27,Jan,2020,131,72,21,1,1,3
28-01-2020,28,Jan,2020,73,55,17,1,1,4
29-01-2020,29,Jan,2020,71,62,20,2,2,7
30-01-2020,30,Jan,2020,114,65,21,1,2,7
31-01-2020,31,Jan,2020,121,62,22,1,1,6
01-02-2020,01,Feb,2020,125,65,23,2,4,8
02-02-2020,02,Feb,2020,117,84,19,1,1,8
03-02-2020,03,Feb,2020,142,72,19,1,1,6
04-02-2020,04,Feb,2020,135,74,21,1,4,7
05-02-2020,05,Feb,2020,128,69,21,1,1,5
06-02-2020,06,Feb,2020,131,70,36,1,1,5
07-02-2020,07,Feb,2020,139,65,40,3,1,6
08-02-2020,08,Feb,2020,158,66,45,4,2,5
09-02-2020,09,Feb,2020,145,62,31,5,1,6
10-02-2020,10,Feb,2020,134,59,30,14,1,8
11-02-2020,11,Feb,2020,128,55,44,23,2,7
12-02-2020,12,Feb,2020,133,76,45,22,4,6
13-02-2020,13,Feb,2020,158,70,56,19,1.522667115,4
14-02-2020,14,Feb,2020,143,62,82,20,2,5
15-02-2020,15,Feb,2020,143,71,57,23,3,7
16-02-2020,16,Feb,2020,156,82,59,29,2,9
17-02-2020,17,Feb,2020,165,68,63,22,3,6
18-02-2020,18,Feb,2020,155,51,61,17,1,5
19-02-2020,19,Feb,2020,134,66,63,17,1,5
20-02-2020,20,Feb,2020,152,55,55,18,1,5
21-02-2020,21,Feb,2020,139,56,64,20,3,5
22-02-2020,22,Feb,2020,141,58,62,17,1,5
23-02-2020,23,Feb,2020,147,66,50,16,1,4
24-02-2020,24,Feb,2020,133,57,42,19,2.174785939,5
25-02-2020,25,Feb,2020,103,62,41,21,5,7
26-02-2020,26,Feb,2020,111,65,53,27,8,9
27-02-2020,27,Feb,2020,120,72,57,19,4,7
28-02-2020,28,Feb,2020,143,76,53,19,1,5
29-02-2020,29,Feb,2020,141,51,8,16,1,3
01-03-2020,01,Mar,2020,104,88,30,19,2.470871891,5
02-03-2020,02,Mar,2020,127,81,23,14,1.162967737,4
03-03-2020,03,Mar,2020,117,83,28,12,1,3
04-03-2020,04,Mar,2020,116,81,17,12,1.163129064,3
05-03-2020,05,Mar,2020,112,86,10,13,1.242981553,3
06-03-2020,06,Mar,2020,98,54,16,11,1.40888359,3
07-03-2020,07,Mar,2020,70,63,8,13,2,3
08-03-2020,08,Mar,2020,98,74,2,14,1,4
09-03-2020,09,Mar,2020,127,55,42.11680537,12,1.606890706,4
10-03-2020,10,Mar,2020,95,69,36,10,2.044578867,2
11-03-2020,11,Mar,2020,73,64,38,10,1.126815756,3
12-03-2020,12,Mar,2020,74,44,59,8,1.869763981,2
13-03-2020,13,Mar,2020,72,65,68,19,1,6
14-03-2020,14,Mar,2020,105,73,71,20,2,5
15-03-2020,15,Mar,2020,112,65,74,20,3,6
16-03-2020,16,Mar,2020,113,54,68,15,3,5
17-03-2020,17,Mar,2020,103,52,40,14,1,4
18-03-2020,18,Mar,2020,92,40,34,11,1.078397839,3
19-03-2020,19,Mar,2020,78,59,22,10,1.200402467,2
20-03-2020,20,Mar,2020,93,48,25,10,1.090862598,3
21-03-2020,21,Mar,2020,79,39,33,10,1,2
